醫事機構代碼,醫事機構名稱,醫事機構地址,醫事機構電話,成人口罩剩餘數,兒童口罩剩餘數,來源資料時間
2331160011,新北市泰山區衛生所,新北市泰山區全興路２１２號３樓,(02)22962858,14,892,2020/03/04 10:18:11
2331170017,新北市林口區衛生所,新北市林口區忠孝二路５５號,(02)26068760,456,1276,2020/03/04 10:18:11
2331180013,新北市深坑區衛生所,新北市深坑區深坑街１６５號１－３樓,(02)26621567,174,1834,2020/03/04 10:18:11
2331190019,新北市石碇區衛生所,新北市石碇區潭邊里碇坪路１段８２號,(02)26631325,138,1776,2020/03/04 10:18:11
2331200010,新北市坪林區衛生所,新北市坪林區坪林街１０４號,(02)26656272,93,805,2020/03/04 10:18:11
2331210016,新北市三芝區衛生所,新北市三芝區中山路１段１２號,(02)26362007,0,1129,2020/03/04 10:18:11
2331220012,新北市石門區衛生所,新北市石門區中山路２８－１號,(02)26381007,322,1954,2020/03/04 10:18:11
2331230018,新北市八里區衛生所,新北市八里區舊城路１６號,(02)26102137,0,1340,2020/03/04 10:18:11
2331240014,新北市平溪區衛生所,新北市平溪區公園街１７號１樓,(02)24951015,798,2468,2020/03/04 10:18:11
2331250010,新北市雙溪區衛生所,新北市雙溪區新基南路１８號,(02)24931211,1328,2064,2020/03/04 10:18:11
2331260016,新北市貢寮區衛生所,新北市貢寮區朝陽街７０巷１０號、新北市貢寮區仁愛路１２８號,(02)24901431,276,1924,2020/03/04 10:18:11
2331270012,新北市金山區衛生所,新北市金山區民生路５９號,(02)24982778,214,1886,2020/03/04 10:18:11
2331280018,新北市萬里區衛生所,新北市萬里區瑪鍊路１５７號１－３樓及地下１樓,(02)24921117,232,1833,2020/03/04 10:18:11
2331290014,新北市烏來區衛生所,新北市烏來區新烏路５段１０９號,(02)26617200,46,1536,2020/03/04 10:18:11
2332030012,桃園市大溪區衛生所,桃園市大溪區仁愛路１號,(03)3882401,95,1212,2020/03/04 10:18:11
2332040018,桃園市楊梅區衛生所,桃園市楊梅區校前路４０９號,(03)4750151,334,1284,2020/03/04 10:18:11
2332060010,桃園市大園區衛生所,桃園市大園區田心里中正西路１９號,(03)3862024,826,1848,2020/03/04 10:18:11
2332080012,桃園市八德區衛生所,桃園市八德區大華里介壽路二段３６１巷２８號,(03)3662781,7,1145,2020/03/04 10:18:11
2332090018,桃園市龍潭區衛生所,桃園市龍潭區中正路２１０號１至２樓,(03)4792033,232,1424,2020/03/04 10:18:11
2332100019,桃園市平鎮區衛生所,桃園市平鎮區新富里１鄰振興路１號,(03)4576624,162,1372,2020/03/04 10:18:11
2332110015,桃園市新屋區衛生所,桃園市新屋區新屋里中山路２３９號,(03)4772018,0,1021,2020/03/04 10:18:11
2332120011,桃園市觀音區衛生所,桃園市觀音區觀新路５８號,(03)4732031,910,1690,2020/03/04 10:18:11
2332130017,桃園市復興區衛生所,桃園市復興區澤仁里中正路２５號,(03)3822325,1658,1364,2020/03/04 10:18:11
2333010014,新竹縣關西鎮衛生所,新竹縣關西鎮中山路２０７號,(03)5872454,1820,956,2020/03/04 10:18:11
2333020010,新竹縣新埔鎮衛生所,新竹縣新埔鎮新民里中正路７５８號,(03)5882017,774,1072,2020/03/04 10:18:11
2333030016,新竹縣竹東鎮衛生所,新竹縣竹東鎮中正路２２１號,(03)5943566,994,964,2020/03/04 10:18:11
2333050018,新竹縣竹北市衛生所,新竹縣竹北市光明二街８９號,(03)5533381,922,972,2020/03/04 10:18:11
2333060014,新竹縣湖口鄉衛生所,新竹縣湖口鄉中勢村中興街３６號,(03)5992654,144,576,2020/03/04 10:18:11
2333070010,新竹縣橫山鄉衛生所,新竹縣橫山鄉大肚村３鄰新興街１４１巷１０號,(03)5932004,78,996,2020/03/04 10:18:11
2333080016,新竹縣新豐鄉衛生所,新竹縣新豐鄉重興村萃豐路２１號,(03)5591150,510,816,2020/03/04 10:18:11
2333090012,新竹縣芎林鄉衛生所,新竹縣芎林鄉文山路５３２號,(03)5924787,442,908,2020/03/04 10:18:11
2333100013,新竹縣寶山鄉衛生所,新竹縣寶山鄉雙溪村７鄰雙園路二段２７３號,(03)5292106,1,690,2020/03/04 10:18:11
2333110019,新竹縣北埔鄉衛生所,新竹縣北埔鄉北埔街９０號,(03)5801677,126,1846,2020/03/04 10:18:11
2333120015,新竹縣峨眉鄉衛生所,新竹縣峨眉鄉峨眉村峨眉街２鄰５號,(03)5800314,823,1889,2020/03/04 10:18:11
2333130011,新竹縣尖石鄉衛生所,新竹縣尖石鄉嘉樂村２鄰６１號,(03)5842356,556,880,2020/03/04 10:18:11
2333140017,新竹縣五峰鄉衛生所,新竹縣五峰鄉大隘村六鄰９９號,(03)5851005,624,574,2020/03/04 10:18:11
2334010018,宜蘭縣宜蘭市衛生所,宜蘭縣宜蘭市健康路二段２－２號１樓,(03)9322362,838,1539,2020/03/04 10:18:11
2334020014,宜蘭縣羅東鎮衛生所,宜蘭縣羅東鎮民生路７９號,(03)9542321,816,1934,2020/03/04 10:18:11
2334030010,宜蘭縣蘇澳鎮衛生所,宜蘭縣蘇澳鎮志成路６０號,(03)9962185,1316,1748,2020/03/04 10:18:11
2334040016,宜蘭縣頭城鎮衛生所,宜蘭縣頭城鎮吉祥路１５號,(03)9771034,974,1616,2020/03/04 10:18:11
2334050012,宜蘭縣礁溪鄉衛生所,宜蘭縣礁溪鄉礁溪路４段１２６號,(03)9882908,516,1394,2020/03/04 10:18:11
2334060018,宜蘭縣壯圍鄉衛生所,宜蘭縣壯圍鄉中央路２段２９０號,(03)9385503,138,1445,2020/03/04 10:18:11
2334070014,宜蘭縣員山鄉衛生所,宜蘭縣員山鄉復興路２號,(03)9221575,1050,1910,2020/03/04 10:18:11
2334081026,宜蘭縣冬山鄉衛生所,宜蘭縣冬山鄉中正路１６號,(03)9594772,676,1800,2020/03/04 10:18:11
2334090016,宜蘭縣五結鄉衛生所,宜蘭縣五結鄉五結路２段３３７號,(03)9501564,652,1566,2020/03/04 10:18:11
2334100017,宜蘭縣三星鄉衛生所,宜蘭縣三星鄉三星路５段７０號,(03)9892227,42,1522,2020/03/04 10:18:11
2334110013,宜蘭縣大同鄉衛生所,宜蘭縣大同鄉崙埤村朝陽４０號,(03)9801175,1228,1589,2020/03/04 10:18:11
2334120019,宜蘭縣南澳鄉衛生所,宜蘭縣南澳鄉蘇花路２段３７５號,(03)9981019,1063,818,2020/03/04 10:18:11
2335010012,苗栗縣苗栗市衛生所,苗栗縣苗栗市建民街２８號,(037)277129,588,1802,2020/03/04 10:18:11
2335020018,苗栗縣苑裡鎮衛生所,苗栗縣苑裡鎮客庄里公民街１６號,(037)869595,6,1456,2020/03/04 10:18:11
